2020-01-21 11:33:41,164 - wiirunner - INFO - Source is Camera
2020-01-21 11:33:41,165 - wiirunner - INFO - {'row_low': 0, 'row_high': 719, 'column_low': 0, 'column_high': 1279}
2020-01-21 11:33:41,193 - wiirunner - INFO - ('frame: ', -1)
2020-01-21 11:33:43,288 - wiirunner - INFO - ('cycle, time, frame, direction:', 1, 17, 176, <State.eRight: (-1,)>, False, True)
2020-01-21 11:35:01,361 - wiirunner - INFO - ('cycle, time, frame, direction:', 199, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:01,581 - wiirunner - INFO - ('cycle, time, frame, direction:', 200, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:01,938 - wiirunner - INFO - ('cycle, time, frame, direction:', 201, 5, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:02,502 - wiirunner - INFO - ('cycle, time, frame, direction:', 202, 8, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:02,969 - wiirunner - INFO - ('cycle, time, frame, direction:', 203, 7, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:03,174 - wiirunner - INFO - ('cycle, time, frame, direction:', 204, 3, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:03,340 - wiirunner - INFO - ('cycle, time, frame, direction:', 205, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:03,612 - wiirunner - INFO - ('cycle, time, frame, direction:', 206, 2, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:03,766 - wiirunner - INFO - ('cycle, time, frame, direction:', 207, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:03,878 - wiirunner - INFO - ('cycle, time, frame, direction:', 208, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:03,977 - wiirunner - INFO - ('cycle, time, frame, direction:', 209, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:04,145 - wiirunner - INFO - ('cycle, time, frame, direction:', 210, 2, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:04,434 - wiirunner - INFO - ('cycle, time, frame, direction:', 211, 4, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:04,871 - wiirunner - INFO - ('cycle, time, frame, direction:', 212, 7, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,113 - wiirunner - INFO - ('cycle, time, frame, direction:', 213, 3, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,277 - wiirunner - INFO - ('cycle, time, frame, direction:', 214, 2, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,384 - wiirunner - INFO - ('cycle, time, frame, direction:', 215, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,487 - wiirunner - INFO - ('cycle, time, frame, direction:', 216, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,609 - wiirunner - INFO - ('cycle, time, frame, direction:', 217, 1, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,674 - wiirunner - INFO - ('cycle, time, frame, direction:', 218, 1, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,773 - wiirunner - INFO - ('cycle, time, frame, direction:', 219, 1, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:05,905 - wiirunner - INFO - ('cycle, time, frame, direction:', 220, 2, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:06,040 - wiirunner - INFO - ('cycle, time, frame, direction:', 221, 2, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:06,270 - wiirunner - INFO - ('cycle, time, frame, direction:', 222, 3, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:06,942 - wiirunner - INFO - ('cycle, time, frame, direction:', 223, 10, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:07,409 - wiirunner - INFO - ('cycle, time, frame, direction:', 224, 7, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:07,741 - wiirunner - INFO - ('cycle, time, frame, direction:', 225, 5, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:07,875 - wiirunner - INFO - ('cycle, time, frame, direction:', 226, 2, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,007 - wiirunner - INFO - ('cycle, time, frame, direction:', 227, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,112 - wiirunner - INFO - ('cycle, time, frame, direction:', 228, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,212 - wiirunner - INFO - ('cycle, time, frame, direction:', 229, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,315 - wiirunner - INFO - ('cycle, time, frame, direction:', 230, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,412 - wiirunner - INFO - ('cycle, time, frame, direction:', 231, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,578 - wiirunner - INFO - ('cycle, time, frame, direction:', 232, 2, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,783 - wiirunner - INFO - ('cycle, time, frame, direction:', 233, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:08,885 - wiirunner - INFO - ('cycle, time, frame, direction:', 234, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:09,131 - wiirunner - INFO - ('cycle, time, frame, direction:', 235, 2, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:09,470 - wiirunner - INFO - ('cycle, time, frame, direction:', 236, 3, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:09,900 - wiirunner - INFO - ('cycle, time, frame, direction:', 237, 3, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:10,516 - wiirunner - INFO - ('cycle, time, frame, direction:', 238, 6, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:11,555 - wiirunner - INFO - ('cycle, time, frame, direction:', 239, 15, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:12,917 - wiirunner - INFO - ('cycle, time, frame, direction:', 240, 20, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:15,210 - wiirunner - INFO - ('cycle, time, frame, direction:', 241, 37, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:15,765 - wiirunner - INFO - ('cycle, time, frame, direction:', 242, 9, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:20,751 - wiirunner - INFO - ('cycle, time, frame, direction:', 243, 76, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:26,519 - wiirunner - INFO - ('cycle, time, frame, direction:', 244, 90, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:28,890 - wiirunner - INFO - ('cycle, time, frame, direction:', 245, 43, 125, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:30,902 - wiirunner - INFO - ('cycle, time, frame, direction:', 246, 31, 126, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:34,229 - wiirunner - INFO - ('cycle, time, frame, direction:', 247, 50, 127, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:41,531 - wiirunner - INFO - ('cycle, time, frame, direction:', 248, 120, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:42,245 - wiirunner - INFO - ('cycle, time, frame, direction:', 249, 11, 129, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:44,185 - wiirunner - INFO - ('cycle, time, frame, direction:', 250, 29, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:45,150 - wiirunner - INFO - ('cycle, time, frame, direction:', 251, 14, 129, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:46,044 - wiirunner - INFO - ('cycle, time, frame, direction:', 252, 13, 130, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:47,419 - wiirunner - INFO - ('cycle, time, frame, direction:', 253, 21, 131, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:48,385 - wiirunner - INFO - ('cycle, time, frame, direction:', 254, 14, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:49,846 - wiirunner - INFO - ('cycle, time, frame, direction:', 255, 22, 131, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:50,514 - wiirunner - INFO - ('cycle, time, frame, direction:', 256, 15, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:53,353 - wiirunner - INFO - ('cycle, time, frame, direction:', 257, 46, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:55,313 - wiirunner - INFO - ('cycle, time, frame, direction:', 258, 31, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:57,682 - wiirunner - INFO - ('cycle, time, frame, direction:', 259, 54, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:59,857 - wiirunner - INFO - ('cycle, time, frame, direction:', 260, 33, 134, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:01,906 - wiirunner - INFO - ('cycle, time, frame, direction:', 261, 30, 135, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:06,129 - wiirunner - INFO - ('cycle, time, frame, direction:', 262, 63, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:08,670 - wiirunner - INFO - ('cycle, time, frame, direction:', 263, 42, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:09,365 - wiirunner - INFO - ('cycle, time, frame, direction:', 264, 18, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:10,634 - wiirunner - INFO - ('cycle, time, frame, direction:', 265, 19, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:10,963 - wiirunner - INFO - ('cycle, time, frame, direction:', 266, 6, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:12,142 - wiirunner - INFO - ('cycle, time, frame, direction:', 267, 18, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:14,642 - wiirunner - INFO - ('cycle, time, frame, direction:', 268, 37, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:16,109 - wiirunner - INFO - ('cycle, time, frame, direction:', 269, 27, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:16,851 - wiirunner - INFO - ('cycle, time, frame, direction:', 270, 12, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,020 - wiirunner - INFO - ('cycle, time, frame, direction:', 271, 1, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,159 - wiirunner - INFO - ('cycle, time, frame, direction:', 272, 1, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,392 - wiirunner - INFO - ('cycle, time, frame, direction:', 273, 3, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,542 - wiirunner - INFO - ('cycle, time, frame, direction:', 274, 1, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,703 - wiirunner - INFO - ('cycle, time, frame, direction:', 275, 1, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,816 - wiirunner - INFO - ('cycle, time, frame, direction:', 276, 1, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:17,982 - wiirunner - INFO - ('cycle, time, frame, direction:', 277, 2, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,147 - wiirunner - INFO - ('cycle, time, frame, direction:', 278, 2, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,249 - wiirunner - INFO - ('cycle, time, frame, direction:', 279, 1, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,346 - wiirunner - INFO - ('cycle, time, frame, direction:', 280, 1, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,411 - wiirunner - INFO - ('cycle, time, frame, direction:', 281, 1, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,515 - wiirunner - INFO - ('cycle, time, frame, direction:', 282, 1, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,608 - wiirunner - INFO - ('cycle, time, frame, direction:', 283, 1, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,742 - wiirunner - INFO - ('cycle, time, frame, direction:', 284, 2, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:18,904 - wiirunner - INFO - ('cycle, time, frame, direction:', 285, 2, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:19,442 - wiirunner - INFO - ('cycle, time, frame, direction:', 286, 9, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:19,572 - wiirunner - INFO - ('cycle, time, frame, direction:', 287, 2, 135, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:19,687 - wiirunner - INFO - ('cycle, time, frame, direction:', 288, 2, 135, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:19,831 - wiirunner - INFO - ('cycle, time, frame, direction:', 289, 1, 134, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:19,920 - wiirunner - INFO - ('cycle, time, frame, direction:', 290, 1, 134, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,020 - wiirunner - INFO - ('cycle, time, frame, direction:', 291, 1, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,123 - wiirunner - INFO - ('cycle, time, frame, direction:', 292, 1, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,184 - wiirunner - INFO - ('cycle, time, frame, direction:', 293, 1, 134, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,321 - wiirunner - INFO - ('cycle, time, frame, direction:', 294, 2, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,387 - wiirunner - INFO - ('cycle, time, frame, direction:', 295, 1, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,488 - wiirunner - INFO - ('cycle, time, frame, direction:', 296, 1, 133, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,587 - wiirunner - INFO - ('cycle, time, frame, direction:', 297, 1, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,685 - wiirunner - INFO - ('cycle, time, frame, direction:', 298, 1, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:20,850 - wiirunner - INFO - ('cycle, time, frame, direction:', 299, 2, 131, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:21,217 - wiirunner - INFO - ('cycle, time, frame, direction:', 300, 5, 131, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:21,685 - wiirunner - INFO - ('cycle, time, frame, direction:', 301, 7, 130, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:22,246 - wiirunner - INFO - ('cycle, time, frame, direction:', 302, 9, 130, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:22,785 - wiirunner - INFO - ('cycle, time, frame, direction:', 303, 8, 130, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:23,448 - wiirunner - INFO - ('cycle, time, frame, direction:', 304, 10, 129, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:24,417 - wiirunner - INFO - ('cycle, time, frame, direction:', 305, 15, 129, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:26,218 - wiirunner - INFO - ('cycle, time, frame, direction:', 306, 47, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:27,277 - wiirunner - INFO - ('cycle, time, frame, direction:', 307, 27, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:28,451 - wiirunner - INFO - ('cycle, time, frame, direction:', 308, 18, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:29,953 - wiirunner - INFO - ('cycle, time, frame, direction:', 309, 40, 127, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:31,521 - wiirunner - INFO - ('cycle, time, frame, direction:', 310, 24, 127, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:32,656 - wiirunner - INFO - ('cycle, time, frame, direction:', 311, 17, 127, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:34,295 - wiirunner - INFO - ('cycle, time, frame, direction:', 312, 33, 126, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:35,439 - wiirunner - INFO - ('cycle, time, frame, direction:', 313, 18, 126, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:35,960 - wiirunner - INFO - ('cycle, time, frame, direction:', 314, 8, 126, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:37,030 - wiirunner - INFO - ('cycle, time, frame, direction:', 315, 16, 125, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:38,166 - wiirunner - INFO - ('cycle, time, frame, direction:', 316, 18, 125, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:38,894 - wiirunner - INFO - ('cycle, time, frame, direction:', 317, 11, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:39,258 - wiirunner - INFO - ('cycle, time, frame, direction:', 318, 7, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:39,829 - wiirunner - INFO - ('cycle, time, frame, direction:', 319, 9, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:39,983 - wiirunner - INFO - ('cycle, time, frame, direction:', 320, 2, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,138 - wiirunner - INFO - ('cycle, time, frame, direction:', 321, 2, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,272 - wiirunner - INFO - ('cycle, time, frame, direction:', 322, 2, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,442 - wiirunner - INFO - ('cycle, time, frame, direction:', 323, 2, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,606 - wiirunner - INFO - ('cycle, time, frame, direction:', 324, 2, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,772 - wiirunner - INFO - ('cycle, time, frame, direction:', 325, 2, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,878 - wiirunner - INFO - ('cycle, time, frame, direction:', 326, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:40,989 - wiirunner - INFO - ('cycle, time, frame, direction:', 327, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,107 - wiirunner - INFO - ('cycle, time, frame, direction:', 328, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,170 - wiirunner - INFO - ('cycle, time, frame, direction:', 329, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,295 - wiirunner - INFO - ('cycle, time, frame, direction:', 330, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,414 - wiirunner - INFO - ('cycle, time, frame, direction:', 331, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,513 - wiirunner - INFO - ('cycle, time, frame, direction:', 332, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,740 - wiirunner - INFO - ('cycle, time, frame, direction:', 333, 3, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:41,903 - wiirunner - INFO - ('cycle, time, frame, direction:', 334, 2, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,038 - wiirunner - INFO - ('cycle, time, frame, direction:', 335, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,137 - wiirunner - INFO - ('cycle, time, frame, direction:', 336, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,235 - wiirunner - INFO - ('cycle, time, frame, direction:', 337, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,348 - wiirunner - INFO - ('cycle, time, frame, direction:', 338, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,434 - wiirunner - INFO - ('cycle, time, frame, direction:', 339, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,510 - wiirunner - INFO - ('cycle, time, frame, direction:', 340, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,672 - wiirunner - INFO - ('cycle, time, frame, direction:', 341, 2, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:42,934 - wiirunner - INFO - ('cycle, time, frame, direction:', 342, 4, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:43,203 - wiirunner - INFO - ('cycle, time, frame, direction:', 343, 4, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:43,670 - wiirunner - INFO - ('cycle, time, frame, direction:', 344, 7, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:43,828 - wiirunner - INFO - ('cycle, time, frame, direction:', 345, 2, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:43,909 - wiirunner - INFO - ('cycle, time, frame, direction:', 346, 1, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,007 - wiirunner - INFO - ('cycle, time, frame, direction:', 347, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,119 - wiirunner - INFO - ('cycle, time, frame, direction:', 348, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,214 - wiirunner - INFO - ('cycle, time, frame, direction:', 349, 1, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,324 - wiirunner - INFO - ('cycle, time, frame, direction:', 350, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,461 - wiirunner - INFO - ('cycle, time, frame, direction:', 351, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,557 - wiirunner - INFO - ('cycle, time, frame, direction:', 352, 1, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,646 - wiirunner - INFO - ('cycle, time, frame, direction:', 353, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,745 - wiirunner - INFO - ('cycle, time, frame, direction:', 354, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:44,905 - wiirunner - INFO - ('cycle, time, frame, direction:', 355, 2, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,172 - wiirunner - INFO - ('cycle, time, frame, direction:', 356, 4, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,306 - wiirunner - INFO - ('cycle, time, frame, direction:', 357, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,409 - wiirunner - INFO - ('cycle, time, frame, direction:', 358, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,507 - wiirunner - INFO - ('cycle, time, frame, direction:', 359, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,570 - wiirunner - INFO - ('cycle, time, frame, direction:', 360, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,638 - wiirunner - INFO - ('cycle, time, frame, direction:', 361, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,704 - wiirunner - INFO - ('cycle, time, frame, direction:', 362, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,779 - wiirunner - INFO - ('cycle, time, frame, direction:', 363, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:45,935 - wiirunner - INFO - ('cycle, time, frame, direction:', 364, 2, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,145 - wiirunner - INFO - ('cycle, time, frame, direction:', 365, 3, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,252 - wiirunner - INFO - ('cycle, time, frame, direction:', 366, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,357 - wiirunner - INFO - ('cycle, time, frame, direction:', 367, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,459 - wiirunner - INFO - ('cycle, time, frame, direction:', 368, 1, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,541 - wiirunner - INFO - ('cycle, time, frame, direction:', 369, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,651 - wiirunner - INFO - ('cycle, time, frame, direction:', 370, 1, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:46,822 - wiirunner - INFO - ('cycle, time, frame, direction:', 371, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:47,647 - wiirunner - INFO - ('cycle, time, frame, direction:', 372, 12, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:47,816 - wiirunner - INFO - ('cycle, time, frame, direction:', 373, 2, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:47,931 - wiirunner - INFO - ('cycle, time, frame, direction:', 374, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,023 - wiirunner - INFO - ('cycle, time, frame, direction:', 375, 1, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,117 - wiirunner - INFO - ('cycle, time, frame, direction:', 376, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,215 - wiirunner - INFO - ('cycle, time, frame, direction:', 377, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,313 - wiirunner - INFO - ('cycle, time, frame, direction:', 378, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,381 - wiirunner - INFO - ('cycle, time, frame, direction:', 379, 1, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,486 - wiirunner - INFO - ('cycle, time, frame, direction:', 380, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,591 - wiirunner - INFO - ('cycle, time, frame, direction:', 381, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,732 - wiirunner - INFO - ('cycle, time, frame, direction:', 382, 1, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,834 - wiirunner - INFO - ('cycle, time, frame, direction:', 383, 1, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:48,926 - wiirunner - INFO - ('cycle, time, frame, direction:', 384, 1, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:49,024 - wiirunner - INFO - ('cycle, time, frame, direction:', 385, 1, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:49,120 - wiirunner - INFO - ('cycle, time, frame, direction:', 386, 1, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:49,228 - wiirunner - INFO - ('cycle, time, frame, direction:', 387, 1, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:49,442 - wiirunner - INFO - ('cycle, time, frame, direction:', 388, 3, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:49,817 - wiirunner - INFO - ('cycle, time, frame, direction:', 389, 6, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:49,981 - wiirunner - INFO - ('cycle, time, frame, direction:', 390, 2, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,084 - wiirunner - INFO - ('cycle, time, frame, direction:', 391, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,180 - wiirunner - INFO - ('cycle, time, frame, direction:', 392, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,278 - wiirunner - INFO - ('cycle, time, frame, direction:', 393, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,342 - wiirunner - INFO - ('cycle, time, frame, direction:', 394, 1, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,411 - wiirunner - INFO - ('cycle, time, frame, direction:', 395, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,498 - wiirunner - INFO - ('cycle, time, frame, direction:', 396, 1, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,576 - wiirunner - INFO - ('cycle, time, frame, direction:', 397, 1, 114, <State.eLeft: (1,)>, False, False)
